Modell,MAE,RMSE,MASE,MAPE %
Behandelt + Feiertage + Regressoren (Standard),40.2929941352801,62.43179349254351,0.6802491125722018,105.73895914318774
Behandelt + Feiertage + Regressoren (CV-getunt),59.357579988534006,77.31087160897852,1.0021082319191381,208.0552292366788
